단지코드,총세대수,임대건물구분,지역,공급유형,전용면적,전용면적별세대수,공가수,자격유형,임대보증금,임대료,지하철수,버정수,단지내주차면수
C1414,873,1,4,7,16.8,338,29.0,10,16520000.0,77000.0,0.0,8.0,610.0
C1414,873,1,4,7,16.8,63,29.0,10,16520000.0,77000.0,0.0,8.0,610.0
C1414,873,1,4,7,16.95,9,29.0,10,16680000.0,77000.0,0.0,8.0,610.0
C1414,873,1,4,7,26.65,93,29.0,10,24840000.0,115000.0,0.0,8.0,610.0
C1414,873,1,4,7,26.82,18,29.0,10,25000000.0,116000.0,0.0,8.0,610.0
C1414,873,1,4,7,36.4,305,29.0,10,32760000.0,152000.0,0.0,8.0,610.0
C1414,873,1,4,7,36.56,44,29.0,10,32920000.0,153000.0,0.0,8.0,610.0
C2174,954,1,11,7,16.97,416,41.0,14,14700000.0,80000.0,0.0,3.0,667.0
C2174,954,1,11,7,26.96,170,41.0,14,23140000.0,127000.0,0.0,3.0,667.0
C2174,954,1,11,7,26.96,22,41.0,14,23140000.0,127000.0,0.0,3.0,667.0
C2174,954,1,11,7,36.85,312,41.0,14,31650000.0,174000.0,0.0,3.0,667.0
C2174,954,1,11,7,36.85,26,41.0,14,31650000.0,174000.0,0.0,3.0,667.0
C2091,150,1,12,1,29.39,66,4.0,1,5910000.0,122000.0,0.0,1.0,120.0
C2091,150,1,12,1,29.39,8,4.0,1,5910000.0,122000.0,0.0,1.0,120.0
C2091,150,1,12,1,43.33,40,4.0,1,14920000.0,188000.0,0.0,1.0,120.0
C2091,150,1,12,3,24.54,18,4.0,3,9150000.0,88000.0,0.0,1.0,120.0
C2091,150,1,12,7,26.11,18,4.0,12,14145000.0,77790.0,0.0,1.0,120.0
C1841,100,1,7,7,16.8,40,14.0,10,16768000.0,86630.0,0.0,4.0,53.0
C1841,100,1,7,7,26.97,6,14.0,10,25504000.0,131770.0,0.0,4.0,53.0
C1841,100,1,7,7,26.97,14,14.0,10,25504000.0,131770.0,0.0,4.0,53.0
C1841,100,1,7,7,26.97,16,14.0,10,26364000.0,136210.0,0.0,4.0,53.0
C1841,100,1,7,7,36.72,24,14.0,10,34340000.0,177420.0,0.0,4.0,53.0
C2404,214,1,13,7,16.87,2,15.0,10,12480000.0,78000.0,0.0,5.0,117.0
C2404,214,1,13,7,16.89,10,15.0,10,12480000.0,78000.0,0.0,5.0,117.0
C2404,214,1,13,7,16.95,12,15.0,10,12480000.0,78000.0,0.0,5.0,117.0
C2404,214,1,13,7,16.95,12,15.0,10,12480000.0,78000.0,0.0,5.0,117.0
C2404,214,1,13,7,26.6,8,15.0,10,18840000.0,117750.0,0.0,5.0,117.0
C2404,214,1,13,7,26.6,2,15.0,10,18840000.0,117750.0,0.0,5.0,117.0
C2404,214,1,13,7,26.65,7,15.0,10,18840000.0,117750.0,0.0,5.0,117.0
C2404,214,1,13,7,26.65,3,15.0,10,18840000.0,117750.0,0.0,5.0,117.0
C2404,214,1,13,7,26.83,8,15.0,10,18840000.0,117750.0,0.0,5.0,117.0
C2404,214,1,13,7,26.83,7,15.0,10,18840000.0,117750.0,0.0,5.0,117.0
C2404,214,1,13,7,26.83,3,15.0,10,18840000.0,117750.0,0.0,5.0,117.0
C2404,214,1,13,7,26.83,2,15.0,10,18840000.0,117750.0,0.0,5.0,117.0
C2404,214,1,13,7,36.62,3,15.0,10,25600000.0,160000.0,0.0,5.0,117.0
C2404,214,1,13,7,36.66,9,15.0,10,25600000.0,160000.0,0.0,5.0,117.0
C2404,214,1,13,7,36.66,12,15.0,10,25600000.0,160000.0,0.0,5.0,117.0
C2404,214,1,13,7,36.81,6,15.0,10,25600000.0,160000.0,0.0,5.0,117.0
C2404,214,1,13,7,36.81,4,15.0,10,25600000.0,160000.0,0.0,5.0,117.0
C2404,214,1,13,7,36.85,60,15.0,10,25600000.0,160000.0,0.0,5.0,117.0
C2404,214,1,13,7,36.88,5,15.0,10,25600000.0,160000.0,0.0,5.0,117.0
C2404,214,1,13,7,36.88,5,15.0,10,25600000.0,160000.0,0.0,5.0,117.0
C2404,214,1,13,7,36.97,12,15.0,10,25600000.0,160000.0,0.0,5.0,117.0
C2404,214,1,13,7,36.97,8,15.0,10,25600000.0,160000.0,0.0,5.0,117.0
C1683,328,1,4,7,21.54,40,14.0,10,14498000.0,62940.0,0.0,11.0,250.0
C1683,328,1,4,7,21.54,12,14.0,10,14498000.0,62940.0,0.0,11.0,250.0
C1683,328,1,4,7,21.54,64,14.0,10,14498000.0,62940.0,0.0,11.0,250.0
C1683,328,1,4,7,21.54,16,14.0,10,14498000.0,62940.0,0.0,11.0,250.0
C1683,328,1,4,7,26.41,56,14.0,10,17434000.0,75690.0,0.0,11.0,250.0
C1683,328,1,4,7,26.41,4,14.0,10,17434000.0,75690.0,0.0,11.0,250.0
C1683,328,1,4,7,36.64,69,14.0,10,24186000.0,105010.0,0.0,11.0,250.0
C1683,328,1,4,7,36.64,65,14.0,10,24186000.0,105010.0,0.0,11.0,250.0
C1038,554,1,12,7,16.94,136,34.0,11,35897000.0,18690.0,0.0,1.0,387.0
C1038,554,1,12,7,26.56,140,34.0,11,57678000.0,30040.0,0.0,1.0,387.0
C1038,554,1,12,7,26.56,36,34.0,11,57060000.0,29710.0,0.0,1.0,387.0
C1038,554,1,12,7,26.76,12,34.0,11,57060000.0,29710.0,0.0,1.0,387.0
C1038,554,1,12,7,36.76,208,34.0,11,79833000.0,41580.0,0.0,1.0,387.0
C1038,554,1,12,7,36.95,18,34.0,11,79833000.0,41580.0,0.0,1.0,387.0
C2456,349,1,10,1,26.44,24,17.0,8,6992000.0,117000.0,0.0,4.0,270.0
C2456,349,1,10,1,26.44,88,17.0,8,6992000.0,117000.0,0.0,4.0,270.0
C2456,349,1,10,1,37.79,138,17.0,8,13685000.0,169230.0,0.0,4.0,270.0
C2456,349,1,10,1,46.65,96,17.0,8,21246000.0,217100.0,0.0,4.0,270.0
C1266,596,1,12,1,26.94,164,35.0,8,8084000.0,149910.0,0.0,1.0,593.0
C1266,596,1,12,1,26.94,16,35.0,8,8084000.0,149910.0,0.0,1.0,593.0
C1266,596,1,12,1,37.45,272,35.0,8,15709000.0,212500.0,0.0,1.0,593.0
C1266,596,1,12,1,37.45,32,35.0,8,15709000.0,212500.0,0.0,1.0,593.0
C1266,596,1,12,1,46.33,107,35.0,8,24190000.0,274570.0,0.0,1.0,593.0
C2152,120,1,6,3,24.83,66,9.0,3,0.0,0.0,0.0,1.0,40.0
C2152,120,1,6,3,33.84,54,9.0,3,0.0,0.0,0.0,1.0,40.0
C1267,675,1,2,1,24.87,28,38.0,8,6882000.0,104370.0,0.0,1.0,467.0
C1267,675,1,2,1,24.99,90,38.0,8,6882000.0,104370.0,0.0,1.0,467.0
C1267,675,1,2,1,24.99,12,38.0,8,6882000.0,104370.0,0.0,1.0,467.0
C1267,675,1,2,1,46.72,68,38.0,8,24420000.0,219230.0,0.0,1.0,467.0
C1267,675,1,2,1,46.72,112,38.0,8,24420000.0,219230.0,0.0,1.0,467.0
C1267,675,1,2,3,22.86,96,38.0,3,10876000.0,89230.0,0.0,1.0,467.0
C1267,675,1,2,3,22.86,14,38.0,3,10876000.0,89230.0,0.0,1.0,467.0
C1267,675,1,2,7,16.94,50,38.0,12,0.0,0.0,0.0,1.0,467.0
C1267,675,1,2,7,26.85,66,38.0,12,0.0,0.0,0.0,1.0,467.0
C1267,675,1,2,7,26.85,8,38.0,12,0.0,0.0,0.0,1.0,467.0
C1267,675,1,2,7,36.77,126,38.0,12,0.0,0.0,0.0,1.0,467.0
C2189,382,1,5,1,29.19,96,45.0,8,6872000.0,106400.0,0.0,2.0,300.0
C2189,382,1,5,1,29.19,20,45.0,8,6872000.0,106400.0,0.0,2.0,300.0
C2189,382,1,5,1,39.45,202,45.0,8,13410000.0,144600.0,0.0,2.0,300.0
C2189,382,1,5,1,46.23,60,45.0,8,18689000.0,166500.0,0.0,2.0,300.0
C1472,548,1,8,1,36.62,116,2.0,1,8738000.0,87380.0,0.0,1.0,442.0
C1472,548,1,8,1,39.51,56,2.0,1,9985000.0,99850.0,0.0,1.0,442.0
C1472,548,1,8,1,46.79,56,2.0,1,13731000.0,131070.0,0.0,1.0,442.0
C1472,548,1,8,1,46.9,86,2.0,1,13731000.0,131070.0,0.0,1.0,442.0
C1472,548,1,8,1,51.93,234,2.0,1,18726000.0,143550.0,0.0,1.0,442.0
C1083,427,1,3,1,39.85,40,0.0,1,12483000.0,106090.0,0.0,6.0,384.0
C1083,427,1,3,1,51.48,64,0.0,1,32459000.0,187260.0,0.0,6.0,384.0
C1083,427,1,3,1,51.99,107,0.0,1,32459000.0,187260.0,0.0,6.0,384.0
C1083,427,1,3,1,51.99,96,0.0,1,32459000.0,187260.0,0.0,6.0,384.0
C1083,427,1,3,1,59.45,120,0.0,1,39950000.0,243430.0,0.0,6.0,384.0
C2177,1245,1,8,3,26.37,478,2.0,3,3141000.0,69900.0,0.0,1.0,187.0
C2177,1245,1,8,3,26.37,596,2.0,3,3141000.0,69900.0,0.0,1.0,187.0
C2177,1245,1,8,3,31.32,149,2.0,3,3731000.0,83020.0,0.0,1.0,187.0
C2177,1245,2,8,4,15.0,1,2.0,4,0.0,0.0,0.0,1.0,187.0
C2177,1245,2,8,4,15.0,1,2.0,4,0.0,0.0,0.0,1.0,187.0
C2177,1245,2,8,4,16.57,1,2.0,4,0.0,0.0,0.0,1.0,187.0
C2177,1245,2,8,4,18.38,1,2.0,4,0.0,0.0,0.0,1.0,187.0
C2177,1245,2,8,4,18.38,1,2.0,4,0.0,0.0,0.0,1.0,187.0
C2177,1245,2,8,4,20.9,1,2.0,4,0.0,0.0,0.0,1.0,187.0
C2177,1245,2,8,4,20.9,1,2.0,4,0.0,0.0,0.0,1.0,187.0
C2177,1245,2,8,4,20.9,1,2.0,4,0.0,0.0,0.0,1.0,187.0
C2177,1245,2,8,4,20.9,1,2.0,4,0.0,0.0,0.0,1.0,187.0
C2177,1245,2,8,4,21.94,1,2.0,4,0.0,0.0,0.0,1.0,187.0
C2177,1245,2,8,4,23.35,1,2.0,4,0.0,0.0,0.0,1.0,187.0
C2177,1245,2,8,4,26.25,1,2.0,4,0.0,0.0,0.0,1.0,187.0
C2177,1245,2,8,4,26.25,1,2.0,4,0.0,0.0,0.0,1.0,187.0
C2177,1245,2,8,4,28.5,1,2.0,4,0.0,0.0,0.0,1.0,187.0
C2177,1245,2,8,4,33.15,1,2.0,4,0.0,0.0,0.0,1.0,187.0
C2177,1245,2,8,4,33.31,1,2.0,4,0.0,0.0,0.0,1.0,187.0
C2177,1245,2,8,4,33.39,1,2.0,4,0.0,0.0,0.0,1.0,187.0
C2177,1245,2,8,4,33.51,1,2.0,4,0.0,0.0,0.0,1.0,187.0
C2177,1245,2,8,4,33.51,1,2.0,4,0.0,0.0,0.0,1.0,187.0
C2177,1245,2,8,4,40.39,1,2.0,4,0.0,0.0,0.0,1.0,187.0
C2177,1245,2,8,4,61.89,1,2.0,4,0.0,0.0,0.0,1.0,187.0
C2177,1245,2,8,4,401.5,1,2.0,4,0.0,0.0,0.0,1.0,187.0
C1318,312,1,8,2,39.51,135,1.0,1,14440000.0,208840.0,2.0,11.0,226.0
C1318,312,1,8,2,39.72,18,1.0,1,14515000.0,208050.0,2.0,11.0,226.0
C1318,312,1,8,2,49.99,159,1.0,1,18269000.0,258880.0,2.0,11.0,226.0
